tier,category,tool_id,tool_name,clicks_90d,impressions_90d,avg_position
PRUNE,devtools,meta-tags-adv,Meta Tags Advanced,0,0,
PRUNE,devtools,mime-types,MIME Types,0,0,
PRUNE,devtools,number-formatter,Number Formatter,0,0,
PRUNE,devtools,regex-cheatsheet,Regex Cheatsheet,0,0,
PRUNE,devtools,regex-tester-adv,Regex Tester Advanced,0,0,
PRUNE,devtools,url-encoder,URL Encoder / Decoder,0,0,
PRUNE,devtools,url-parser,URL Parser,0,0,
PRUNE,devtools,uuid-v5-generator,UUID v5 Generator,0,0,
PRUNE,encoders,ascii85,Ascii85 Encoder / Decoder,0,0,
PRUNE,encoders,base45,Base45 Encoder / Decoder,0,0,
PRUNE,encoders,base64-decode,Base64 Decoder,0,0,
PRUNE,encoders,base64-image,Base64 Image Encoder,0,0,
PRUNE,encoders,base64-to-hex,Base64 ↔ Hex Converter,0,0,
PRUNE,encoders,data-uri-generator,Data URI Generator,0,0,
PRUNE,encoders,hex-dump,Hex Dump Viewer,0,0,
PRUNE,encoders,jwt-decoder,JWT Decoder,0,0,
PRUNE,encoders,morse-encoder,Morse Code Encoder,0,0,
PRUNE,encoders,punycode,Punycode / IDN Converter,0,0,
PRUNE,encoders,quoted-printable,Quoted-Printable Encoder,0,0,
PRUNE,encoders,rot47-cipher,ROT47 Cipher,0,0,
PRUNE,encoders,url-encode,URL Encoder,0,0,
PRUNE,encoders,url-encode-all,URL Encode All Characters,0,0,
PRUNE,encoders,xxencode,XXencode / XXdecode,0,0,
PRUNE,encoding,bifid-cipher,Bifid Cipher,0,0,
PRUNE,encoding,columnar-transposition-cipher,Columnar Transposition Cipher,0,0,
PRUNE,encoding,four-square-cipher,Four-Square Cipher,0,0,
PRUNE,encoding,leetspeak-translator,Leetspeak Translator,0,0,
PRUNE,encoding,rail-fence-cipher,Rail Fence Cipher,0,0,
PRUNE,encoding,rot13,ROT13 Encoder/Decoder,0,0,
PRUNE,encoding,scytale-cipher,Scytale Cipher,0,0,
PRUNE,everyday,chinese-zodiac,Chinese Zodiac Finder,0,0,
PRUNE,everyday,countdown-timer,Countdown Timer,0,0,
PRUNE,everyday,date-difference,Date Difference Calculator,0,0,
PRUNE,everyday,days-in-month,Days in Month Calculator,0,0,
PRUNE,everyday,days-until,Days Until Calculator,0,0,
PRUNE,everyday,easter-date,Easter Sunday Date Finder,0,0,
PRUNE,everyday,half-birthday,Half Birthday Calculator,0,0,
PRUNE,everyday,leap-year-checker,Leap Year Checker,0,0,
PRUNE,everyday,pomodoro-timer,Pomodoro Timer,0,0,
PRUNE,everyday,random-name-picker,Random Name Picker,0,0,
PRUNE,everyday,stopwatch,Online Stopwatch,0,0,
PRUNE,everyday,unix-timestamp-converter,Unix Timestamp Converter,0,0,
PRUNE,everyday,weekday-counter,Weekday Counter,0,0,
PRUNE,everyday,zodiac-sign,Zodiac Sign Finder,0,0,
PRUNE,fancy,bold-text-generator,Bold Text Generator,0,0,
PRUNE,fancy,cool-symbols,Cool Symbols & Kaomoji,0,0,
PRUNE,fancy,double-underline-text,Double Underline Text,0,0,
PRUNE,fancy,faux-cyrillic-text,Faux Cyrillic Text,0,0,
PRUNE,fancy,flip-case,Flip Case Converter,0,0,
PRUNE,fancy,fullwidth-text,Fullwidth Text Generator,0,0,
PRUNE,fancy,negative-circled-text,Negative Circled Text,0,0,
PRUNE,fancy,overline-text,Overline Text Generator,0,0,
PRUNE,fancy,reverse-words,Reverse Word Order,0,0,
PRUNE,fancy,slashthrough-text,Slashthrough Text Generator,0,0,
PRUNE,fancy,sparkle-text,Sparkle Text Generator,0,0,
PRUNE,fancy,superscript-text,Superscript Generator,0,0,
PRUNE,fancy,text-to-emoji,Text to Emoji Converter,0,0,
PRUNE,financecalc,annualized-return-calc,Annualized Return Calculator,0,0,
PRUNE,financecalc,aspect-ratio-calc,Aspect Ratio Calculator,0,0,
PRUNE,financecalc,blood-alcohol-calc,Blood Alcohol Calculator,0,0,
PRUNE,financecalc,blood-pressure-calc,Blood Pressure Classifier,0,0,
PRUNE,financecalc,budget-calc,Budget Planner,0,0,
PRUNE,financecalc,debt-payoff-calc,Debt Payoff Calculator,0,0,
PRUNE,financecalc,dividend-yield-calc,Dividend Yield Calculator,0,0,
PRUNE,financecalc,emi-calc,EMI Calculator,0,0,
PRUNE,financecalc,fuel-cost-calc,Fuel Cost Calculator,0,0,
PRUNE,financecalc,gst-calc,GST Calculator,0,0,
PRUNE,financecalc,home-loan-emi-calc,Home Loan EMI Calculator,0,0,
PRUNE,financecalc,income-tax-calc,Income Tax Calculator (India),0,0,
PRUNE,financecalc,inflation-calc,Inflation Calculator,0,0,
PRUNE,financecalc,ohms-law-calc,Ohm,0,0,
PRUNE,financecalc,rule-of-72-calc,Rule of 72 Calculator,0,0,
PRUNE,financecalc,salary-hike-calc,Salary Hike Calculator,0,0,
PRUNE,financecalc,sleep-calc,Sleep Calculator,0,0,
PRUNE,financecalc,step-up-sip-calc,Step-up SIP Calculator,0,0,
PRUNE,financecalc,swp-calc,SWP Calculator,0,0,
PRUNE,financecalc,tdee-calc,TDEE Calculator,0,0,
PRUNE,financecalc,tip-calc,Tip Calculator,0,0,
PRUNE,formatters,blank-line-collapser,Blank Line Collapser,0,0,
PRUNE,formatters,css-minifier,CSS Minifier,0,0,
PRUNE,formatters,csv-column-aligner,CSV Column Aligner,0,0,
PRUNE,formatters,csv-to-markdown,CSV to Markdown Table,0,0,
PRUNE,formatters,json-to-csv,JSON to CSV,0,0,
PRUNE,formatters,json-to-query-string,JSON to Query String,0,0,
PRUNE,formatters,json-to-yaml,JSON to YAML,0,0,
PRUNE,formatters,jsonc-to-json,JSONC to JSON,0,0,
PRUNE,formatters,toml-formatter,TOML Formatter,0,0,
PRUNE,formatters,xml-to-json,XML to JSON,0,0,
PRUNE,formatters,yaml-to-json,YAML to JSON,0,0,
PRUNE,generators,ean13-generator,EAN-13 Barcode Number Generator,0,0,
PRUNE,generators,fake-mac-gen,Fake MAC Generator,0,0,
PRUNE,generators,invoice-number-gen,Invoice Number Generator,0,0,
PRUNE,generators,isin-generator,ISIN Generator,0,0,
PRUNE,generators,objectid-gen,MongoDB ObjectId Generator,0,0,
PRUNE,generators,random-color-gen,Random Color Generator,0,0,
PRUNE,generators,random-country-gen,Random Country Generator,0,0,
PRUNE,generators,random-number-gen,Random Number Generator,0,0,
PRUNE,generators,upc-a-generator,UPC-A Barcode Number Generator,0,0,
PRUNE,generators,uuid-gen,UUID Generator,0,0,
PRUNE,generators2,business-name-gen,Business Name Generator,0,0,
PRUNE,generators2,cookie-consent-banner-gen,Cookie Consent Banner Generator,0,0,
PRUNE,generators2,email-signature-gen,Email Signature Generator,0,0,
PRUNE,generators2,faq-schema-gen,FAQ Schema Generator,0,0,
PRUNE,generators2,instagram-caption-gen,Instagram Caption Generator,0,0,
PRUNE,generators2,product-description-gen,Product Description Generator,0,0,
PRUNE,generators2,return-policy-gen,Return Policy Generator,0,0,
PRUNE,generators2,shipping-policy-gen,Shipping Policy Generator,0,0,
PRUNE,generators2,slogan-gen,Slogan Generator,0,0,
PRUNE,generators2,subject-line-gen,Subject Line Generator,0,0,
PRUNE,generators2,svg-blob-gen,SVG Blob Generator,0,0,
PRUNE,generators2,svg-spinner-gen,SVG Spinner Generator,0,0,
PRUNE,generators2,username-gen,Username Generator,0,0,
PRUNE,generators2,youtube-tags-gen,YouTube Tags Generator,0,0,
PRUNE,hash,binary-converter,Number Base Converter,0,0,
PRUNE,hash,crc16,CRC-16 Checksum,0,0,
PRUNE,hash,hash-identifier,Hash Identifier,0,0,
PRUNE,hash,isbn-validator,ISBN Validator & Check Digit,0,0,
PRUNE,hash,otp-generator,OTP Code Generator,0,0,
PRUNE,hash,password-generator,Password Generator,0,0,
PRUNE,hash,password-strength,Password Strength Tester,0,0,
PRUNE,hash,pbkdf2-generator,PBKDF2 Key Derivation,0,0,
PRUNE,hash,sha1-hash,SHA-1 Hash Generator,0,0,
PRUNE,hash,sha384-hash,SHA-384 Hash Generator,0,0,
PRUNE,hash,uuid-generator,UUID / GUID Generator,0,0,
PRUNE,html,html-char-entity-finder,HTML Character Entity Finder,0,0,
PRUNE,html,html-definition-list,HTML Definition List Generator,0,0,
PRUNE,html,html-entities-decode,HTML Entities Decoder,0,0,
PRUNE,html,html-entities-encode,HTML Entities Encoder,0,0,
PRUNE,html,html-form-generator,HTML Form Generator,0,0,
PRUNE,html,html-minifier,HTML Minifier,0,0,
PRUNE,html,html-nav-menu-generator,HTML Nav Menu Generator,0,0,
PRUNE,html,html-semantic5-wrapper,HTML5 Semantic Layout Generator,0,0,
PRUNE,html,html-to-markdown,HTML to Markdown,0,0,
PRUNE,html,markdown-to-html,Markdown to HTML,0,0,
PRUNE,html,meta-tag-generator,Meta Tag Generator,0,0,
PRUNE,html,schema-json-ld-generator,Schema.org JSON-LD Generator,0,0,
PRUNE,html,srcset-generator,Responsive Image Srcset Generator,0,0,
PRUNE,images,barcode-generator,Barcode Generator,0,0,
PRUNE,images,base64-to-image,Base64 to Image,0,0,
PRUNE,images,exif-reader,EXIF Reader,0,0,
PRUNE,images,exif-remover,EXIF Remover,0,0,
PRUNE,images,favicon-generator,Favicon Generator,0,0,
PRUNE,images,image-circle-crop,Circle Crop,0,0,
PRUNE,images,image-converter,Image Converter,0,0,
PRUNE,images,image-duotone,Image Duotone,0,0,
PRUNE,images,image-gamma,Image Gamma Correction,0,0,
PRUNE,images,image-hue-rotate,Image Hue Rotate,0,0,
PRUNE,images,image-info,Image Info,0,0,
PRUNE,images,image-logo,Image Logo,0,0,
PRUNE,images,image-rotator,Image Rotator,0,0,
PRUNE,images,image-round-corners,Round Corners,0,0,
PRUNE,images,image-threshold,Image Threshold,0,0,
PRUNE,images,image-tint,Image Tint,0,0,
PRUNE,images,image-to-pdf,Image to PDF,0,0,
PRUNE,images,image-to-svg,Image to SVG,0,0,
PRUNE,images,image-vignette,Image Vignette,0,0,
PRUNE,images,image-watermark,Image Watermark,0,0,
PRUNE,images,noise-texture,Noise Texture,0,0,
PRUNE,images,og-image-preview,OG Image Preview,0,0,
PRUNE,images,placeholder-image,Placeholder Generator,0,0,
PRUNE,images,qr-code-generator,QR Code Generator,0,0,
PRUNE,images,svg-to-png,SVG to PNG,0,0,
PRUNE,js,js-array-from-list,List to JS Array,0,0,
PRUNE,js,js-console-remover,Console.log Remover,0,0,
PRUNE,js,js-template-to-concat,Template Literal → Concat,0,0,
PRUNE,js,js-var-to-let,var to let / const,0,0,
PRUNE,js,js-variable-name-validator,JS Variable Name Validator,0,0,
PRUNE,json,csv-to-json,CSV to JSON,0,0,
PRUNE,json,json-array-tools,JSON Array Tools,0,0,
PRUNE,json,json-diff,JSON Diff / Comparator,0,0,
PRUNE,json,json-escape,JSON String Escape,0,0,
PRUNE,json,json-merger,JSON Merger,0,0,
PRUNE,json,json-path,JSONPath Tester,0,0,
PRUNE,json,json-schema,JSON Schema Validator,0,0,
PRUNE,json,json-sorter,JSON Key Sorter,0,0,
PRUNE,json,json-to-csv,JSON to CSV,0,0,
PRUNE,json,json-to-env,JSON to .env,0,0,
PRUNE,json,json-to-go,JSON to Go Struct,0,0,
PRUNE,json,json-to-markdown,JSON to Markdown Table,0,0,
PRUNE,json,json-to-python,JSON to Python TypedDict,0,0,
PRUNE,json,json-to-sql,JSON to SQL INSERT,0,0,
PRUNE,json,json-to-table,JSON to Table,0,0,
PRUNE,json,json-to-xml,JSON to XML,0,0,
PRUNE,json,json-to-yaml,JSON to YAML,0,0,
PRUNE,json,json-unflatten,JSON Unflattener,0,0,
PRUNE,json,json-validator,JSON Validator,0,0,
PRUNE,json,jsonl-converter,JSON ⇄ JSONL Converter,0,0,
PRUNE,json,xml-to-json,XML to JSON,0,0,
PRUNE,json,yaml-to-json,YAML to JSON,0,0,
PRUNE,mathcalc,circle-calc,Circle Calculator,0,0,
PRUNE,mathcalc,coordinate-calc,Coordinate Line Properties,0,0,
PRUNE,mathcalc,cubic-solver,Cubic Equation Solver,0,0,
PRUNE,mathcalc,decimal-to-fraction,Decimal to Fraction Converter,0,0,
PRUNE,mathcalc,fraction-advanced,Advanced Fraction Calculator,0,0,
PRUNE,mathcalc,logarithm-calc,Logarithm Calculator,0,0,
PRUNE,mathcalc,matrix-calc,Matrix Calculator,0,0,
PRUNE,mathcalc,percent-error-calc,Percent Error Calculator,0,0,
PRUNE,mathcalc,percentage-advanced,Advanced Percentage Calculator,0,0,
PRUNE,mathcalc,perimeter-calc,Perimeter Calculator,0,0,
PRUNE,mathcalc,proportion-solver,Proportion Solver,0,0,
PRUNE,mathcalc,quadratic-solver,Quadratic Solver,0,0,
PRUNE,mathcalc,regular-polygon-calc,Regular Polygon Calculator,0,0,
PRUNE,mathcalc,scientific-notation,Scientific Notation,0,0,
PRUNE,mathcalc,significant-figures,Significant Figures,0,0,
PRUNE,mathcalc,surface-area-calc,Surface Area Calculator,0,0,
PRUNE,mathcalc,vector-2d-calc,2D Vector Calculator,0,0,
PRUNE,mathcalc,vector-3d-calc,3D Vector Calculator,0,0,
PRUNE,office,contact-list-formatter,Contact List Formatter,0,0,
PRUNE,office,countdown-to-date,Countdown to Date,0,0,
PRUNE,office,envelope-addresser,Envelope Addresser,0,0,
PRUNE,office,kanban-board,Kanban Board,0,0,
PRUNE,office,name-badge-maker,Name Badge Maker,0,0,
PRUNE,office,page-border-printable,Printable Page Borders,0,0,
PRUNE,office,signature-pad,Signature Pad,0,0,
PRUNE,office,todo-list-maker,To-Do List Maker,0,0,
PRUNE,pdf,jpg-to-pdf,JPG to PDF Converter,0,0,
PRUNE,pdf,pdf-compressor,PDF Compressor,0,0,
PRUNE,pdf,pdf-cropper,PDF Cropper,0,0,
PRUNE,pdf,pdf-nup-2up,PDF 2-Up (2 Pages Per Sheet),0,0,
PRUNE,pdf,pdf-nup-4up,PDF 4-Up (4 Pages Per Sheet),0,0,
PRUNE,pdf,pdf-page-count,PDF Page Counter,0,0,
PRUNE,pdf,pdf-page-extractor,PDF Page Extractor,0,0,
PRUNE,pdf,pdf-remove-metadata,PDF Metadata Remover,0,0,
PRUNE,pdf,pdf-reorder,PDF Page Reorder,0,0,
PRUNE,pdf,pdf-resize-pages,PDF Page Resizer,0,0,
PRUNE,pdf,pdf-rotate-range,PDF Rotate Page Range,0,0,
PRUNE,pdf,pdf-splitter,PDF Splitter,0,0,
PRUNE,pdf,pdf-table-extractor,PDF Table Extractor,0,0,
PRUNE,pdf,pdf-text-extractor,PDF Text Extractor,0,0,
PRUNE,pdf,pdf-to-jpg,PDF to JPG Converter,0,0,
PRUNE,pdf,pdf-to-json,PDF to JSON,0,0,
PRUNE,pdf,pdf-to-markdown,PDF to Markdown,0,0,
PRUNE,pdf,pdf-to-png,PDF to PNG Converter,0,0,
PRUNE,pdf,pdf-watermark,PDF Watermark Tool,0,0,
PRUNE,pdf,png-to-pdf,PNG to PDF Converter,0,0,
PRUNE,random,list-randomizer-weighted,Weighted Random Picker,0,0,
PRUNE,random,list-shuffler,List Shuffler,0,0,
PRUNE,random,random-color-picker,Random Color Generator,0,0,
PRUNE,random,random-letter-generator,Random Letter Generator,0,0,
PRUNE,random,random-movie-genre-generator,Random Movie Genre Generator,0,0,
PRUNE,random,random-number-generator,Random Number Generator,0,0,
PRUNE,random,random-password-phrase,Random Passphrase Generator,0,0,
PRUNE,random,random-team-generator,Random Team Generator,0,0,
PRUNE,random,random-time-generator,Random Time Generator,0,0,
PRUNE,random,spinner-wheel,Spinner Wheel,0,0,
PRUNE,random,tournament-bracket-generator,Tournament Bracket Generator,0,0,
PRUNE,study,attendance-calculator,Attendance Percentage Calculator,0,0,
PRUNE,study,essay-word-counter,Essay Word Counter,0,0,
PRUNE,study,final-grade-needed,Final Grade Calculator,0,0,
PRUNE,study,gpa-planner,GPA Planner,0,0,
PRUNE,study,grade-calculator,Weighted Grade Calculator,0,0,
PRUNE,study,multiple-choice-maker,Multiple Choice Maker,0,0,
PRUNE,study,multiplication-table-generator,Multiplication Table Generator,0,0,
PRUNE,study,note-summariser-formatter,Note Formatter,0,0,
PRUNE,study,outline-builder,Essay Outline Builder,0,0,
PRUNE,study,physical-constants,Physical Constants Table,0,0,
PRUNE,study,quiz-generator,Quiz Generator,0,0,
PRUNE,study,random-question-picker,Random Question Picker,0,0,
PRUNE,study,reading-time-estimator,Reading Time Estimator,0,0,
PRUNE,study,study-timer,Study Timer (Pomodoro),0,0,
PRUNE,text,add-line-numbers,Add Line Numbers,0,0,
PRUNE,text,capitalized-words,Capitalized Word Extractor,0,0,
PRUNE,text,duplicate-word-finder,Duplicate Word Finder,0,0,
PRUNE,text,extract-column,Column Extractor,0,0,
PRUNE,text,remove-accents,Remove Accents & Diacritics,0,0,
PRUNE,text,remove-extra-spaces,Remove Extra Spaces,0,0,
PRUNE,text,remove-numbers,Remove Numbers,0,0,
PRUNE,text,strip-html-tags,Strip HTML Tags,0,0,
PRUNE,text,tab-to-spaces,Tab to Spaces,0,0,
PRUNE,text,text-repeater,Text Repeater,0,0,
PRUNE,text,text-sorter,Line Sorter,0,0,
PRUNE,text,text-to-morse,Text to Morse Code,0,0,
PRUNE,text,text-wrapper,Text Wrapper,0,0,
PRUNE,text,trim-lines,Trim Lines,0,0,
PRUNE,units,acceleration-converter,Acceleration Converter,0,0,
PRUNE,units,area-converter,Area Converter,0,0,
PRUNE,units,capacitance-converter,Capacitance Converter,0,0,
PRUNE,units,density-converter,Density Converter,0,0,
PRUNE,units,energy-converter,Energy Converter,0,0,
PRUNE,units,force-converter,Force Converter,0,0,
PRUNE,units,frequency-converter,Frequency Converter,0,0,
PRUNE,units,inductance-converter,Inductance Converter,0,0,
PRUNE,units,magnetic-flux-converter,Magnetic Flux Converter,0,0,
PRUNE,units,power-converter,Power Converter,0,0,
PRUNE,units,resistance-converter,Resistance Converter,0,0,
PRUNE,units,temperature-converter,Temperature Converter,0,0,
PRUNE,units,voltage-converter,Voltage Converter,0,0,
PRUNE,units,volume-converter,Volume Converter,0,0,
PRUNE,video,screen-recorder,Screen Recorder,0,0,
PRUNE,video,video-brightness-contrast,Video Brightness & Contrast Editor,0,0,
PRUNE,video,video-contact-sheet,Video Contact Sheet Maker,0,0,
PRUNE,video,video-converter,Video Format Converter,0,0,
PRUNE,video,video-frames-extractor,Video Frame Extractor,0,0,
PRUNE,video,video-info,Video Info Viewer,0,0,
PRUNE,video,video-mute,Video Muter,0,0,
PRUNE,video,video-resize,Video Resizer,0,0,
PRUNE,video,video-thumbnail,Video Thumbnail Grabber,0,0,
PRUNE,video,video-to-audio,Video to Audio Extractor,0,0,
PRUNE,video,video-trimmer,Video Trimmer,0,0,
